full_name,name,brand,category,description,abv,serving_ml,alcohol_ml,alcohol_grams,abv_suspicious,missing_taste_profile,abv_outlier,recommendable,image_url,source_dataset,dataset_version,astringency,body,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
The Porterhouse Brewing Company Porterhouse Red,Porterhouse Red,The Porterhouse Brewing Company,Red Ale - Irish,,4.4,375.0,16.500000000000004,13.018500000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,35,62,53,100,29,0,28,60,9,149
The Porterhouse Brewing Company Wrasslers XXXX Stout,Wrasslers XXXX Stout,The Porterhouse Brewing Company,Stout - Irish Dry,,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,36,87,86,54,13,2,13,56,22,123
The Ship Inn Spring Mild,Spring Mild,The Ship Inn,Mild Ale - English Pale,,0.0,375.0,0.0,0.0,True,False,False,False,,beer_profile_and_ratings.csv,raw-2026-08-11,0,9,6,7,3,0,0,4,1,16
The Vermont Pub & Brewery Tulach Leis,Tulach Leis,The Vermont Pub & Brewery,Sour - Flanders Red Ale,"A Flemish Style Vermont Sour Red Ale fermented with brettanomyces yeast providing slight tartness with barnyard aromas and flavors. This recipe was the result of the collaborative efforts of VPB brewers both past and present in honor of their mentor and Master Brewer, Greg Noonan. The name (Toolah - Leez) comes from county Cork in Ireland where the Noonan clan originated. 6.1% ABV. Hits the style.",6.1,375.0,22.875,18.048375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,19,0,31,109,0,35,10,0,9
The Vermont Pub & Brewery Vermont Smoked Porter,Vermont Smoked Porter,The Vermont Pub & Brewery,Porter - Smoked,"We smoke our own malts over apple, maple and hickory woodchips to recreate this 17th Century Style robust ale.",5.9,375.0,22.125,17.456625000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,87,40,56,14,2,16,30,101,92
Thirsty Dog Brewing Company 12 Dogs Of Christmas Ale,12 Dogs Of Christmas Ale,Thirsty Dog Brewing Company,Winter Warmer,"This beer's name sums up the idea of bringing the best together to celebrate. It is filled with seasonal flavors from generous amounts of toasted and caramel malts, mixed with equally generous amounts of honey, cinnamon, ginger, and nutmeg. We feel it is the perfect libation, filled with flavors of the season.",8.3,375.0,31.125000000000004,24.557625000000005,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,37,16,67,6,0,13,17,116,79
Thirsty Dog Brewing Company Barktoberfest,Barktoberfest,Thirsty Dog Brewing Company,Lager - Märzen / Oktoberfest,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,61,43,82,11,1,14,66,4,137
Thirsty Dog Brewing Company Bourbon Barrel Aged Siberian Night,Bourbon Barrel Aged Siberian Night Imperial Stout,Thirsty Dog Brewing Company,Stout - Russian Imperial,We took our award winning Siberian Night Russian Imperial Stout and aged it for 11 months in fresh bourbon barrels. The result blew us away. The dark chocolate malt yields a milk chocolate flavor that blends perfectly with the vanilla flavor from the barrel. The bourbon aroma adds the finishing touch.,10.9,375.0,40.875,32.250375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,147,50,97,11,0,40,12,45,190
Thirsty Dog Brewing Company Irish Setter Red,Irish Setter Red,Thirsty Dog Brewing Company,Red Ale - Irish,,5.9,375.0,22.125,17.456625000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,20,51,31,102,22,0,30,49,5,119
Thirsty Dog Brewing Company Labrador Lager,Labrador Lager,Thirsty Dog Brewing Company,Lager - European / Dortmunder Export,A traditional German lager brewed with all German grain and yeast.,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,27,42,38,64,20,6,24,73,6,107
Thirsty Dog Brewing Company Old Leghumper,Old Leghumper,Thirsty Dog Brewing Company,Porter - American,,5.8,375.0,21.75,17.16075,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,77,41,52,5,0,13,13,16,97
Thirsty Dog Brewing Company Siberian Night Imperial Stout,Siberian Night Imperial Stout,Thirsty Dog Brewing Company,Stout - Russian Imperial,,9.7,375.0,36.37499999999999,28.699874999999995,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,106,77,77,6,0,13,47,16,119
Thirsty Dog Brewing Company Twisted Kilt Scotch Ale,Twisted Kilt Scotch Ale,Thirsty Dog Brewing Company,Scottish Ale,,4.8,375.0,18.0,14.202,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,55,23,85,37,1,32,31,11,122
Thisted Bryghus Limfjordsporter,Limfjordsporter,Thisted Bryghus,Porter - Baltic,"Brewed with liquorice. The recipe was developed during the 70's at the Urban brewery in Aalborg. Thisted bought the name, and the production restarted in 1997.",7.9,375.0,29.625,23.374125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,103,67,60,22,5,17,33,40,126
Thomas Caffrey Brewing Co. Caffrey's Irish Ale,Caffrey's Irish Ale,Thomas Caffrey Brewing Co.,Red Ale - Irish,,3.8,375.0,14.25,11.24325,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,87,16,46,18,1,17,25,2,79
Thomas Creek Brewery Deep Water Dopplebock,Deep Water Dopplebock,Thomas Creek Brewery,Bock - Doppelbock,30 IBU,7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,57,35,69,11,0,20,23,8,116
Thomas Creek Brewery OBP Squared (Orange Blossom Pilsner Squared),Orange Blossom Pilsner² (Squared),Thomas Creek Brewery,Pilsner - Imperial,,11.0,375.0,41.25,32.54625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,44,19,124,49,0,60,32,7,97
Thomas Creek Brewery River Falls Red Ale,River Falls Red Ale,Thomas Creek Brewery,Red Ale - Irish,21 IBU,5.65,375.0,21.1875,16.7169375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,37,37,71,28,0,39,51,4,97
Thomas Creek Brewery Stillwater Vanilla Cream Ale,Stillwater Vanilla Cream Ale,Thomas Creek Brewery,Cream Ale,23 IBU,4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,57,17,24,16,4,15,33,68,53
Thomas Hooker Brewing Company Thomas Hooker Blonde Ale,Blonde Ale,Thomas Hooker Brewing Company,Blonde Ale - American,Smooth flavor with a subtle malt sweetness accented with the delicate aroma of Czech hops. This brilliant gold ale is a mellow but flavorful microbrew.11 IBU,4.6,375.0,17.249999999999996,13.610249999999997,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,33,36,22,35,1,27,54,3,60
Thomas Hooker Brewing Company Thomas Hooker Irish Style Red Ale,Irish Red Ale,Thomas Hooker Brewing Company,Red Ale - Irish,"A rich, malty brew that uses red wheat and a variety of crystal malts, giving this beer its ruby red hue. Traditional English hops give this easy drinking brew a flavor that's perfect year round.21 IBU",5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,53,30,70,22,1,17,49,4,107
Thomas Hooker Brewing Company Thomas Hooker Liberator Doppelbock,Liberator Doppelbock,Thomas Hooker Brewing Company,Bock - Doppelbock,"Hopped with German and Czech hops and fermented with Bavarian lager yeast, this traditional doppelbock blends an extensive amount of select dark malts to achieve its rich and creamy character. Rich and filling, this brew is a malt lovers dream.24 IBU",8.5,375.0,31.875,25.149375000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,63,53,98,23,0,45,40,9,114
Thomas Hooker Brewing Company Thomas Hooker Munich Style Lager,Munich-Style Lager,Thomas Hooker Brewing Company,Lager - Helles,"A true Helles style, our lager is golden in color with a pleasant, malty aroma balanced by a rich, smooth flavor. Using only the finest Bavarian malts and finished with Saaz hops, one sip will make you feel like you're in one of Germany's finest beer gardens.",4.8,375.0,18.0,14.202,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,34,46,42,41,21,2,17,54,8,79
Thomas Hooker Brewing Company Thomas Hooker Nor'Easter Lager,Nor'Easter Lager,Thomas Hooker Brewing Company,Herb and Spice Beer,"Brewed to celebrate winter in New England, Nor'Easter Lager possesses a hearty malt flavor delicately accented by mild winter spices.16 IBU",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,40,18,76,44,0,47,27,63,84
Thornbridge Brewery Bracia,Bracia,Thornbridge Brewery,Strong Ale - English,"Bracia is the Celtic name for a beverage brewed in Iron Age Europe with reference found on a Roman inscription at Haddon Hall, Derbyshire. Little is known about this except it was high in alcohol, brewed with cereals and, most probably, honey.Thornbridge's Bracia has been infused with a generous amount of dark and bitter Chestnut Honey sourced from the Alpine foothills of North East Italy.",10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,6,82,68,91,25,0,36,35,19,159
Three Floyds Brewing Co. & Brewpub Alpha King Pale Ale,Alpha King,Three Floyds Brewing Co. & Brewpub,Pale Ale - American,error entering this description,6.66,375.0,24.975,19.705275,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,25,45,37,41,1,46,78,6,55
Three Floyds Brewing Co. & Brewpub Alpha Klaus Christmas (Xmas) Porter,Alpha Klaus Christmas (Xmas) Porter,Three Floyds Brewing Co. & Brewpub,Porter - American,"Alpha King’s festive cousin. A big American Christmas Porter brewed with English chocolate malt, Mexican sugar and of course, tons of strange American hops. Cheers!38 IBU",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,95,98,79,18,0,21,94,14,110
Three Floyds Brewing Co. & Brewpub Alpha Kong,Alpha Kong,Three Floyds Brewing Co. & Brewpub,Strong Ale - Belgian Pale,"A super fruity, dry hopped, Belgian sextuple, with notes of cardamon.70 IBU",10.5,375.0,39.375,31.066875000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,40,28,63,37,0,53,46,71,36
Three Floyds Brewing Co. & Brewpub Arctic Panzer Wolf,Arctic Panzer Wolf,Three Floyds Brewing Co. & Brewpub,IPA - Imperial,A massive IPA that will leave your palate its hapless victim. Scorched earth is our brewery policy.100 IBU,9.0,375.0,33.75,26.62875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,31,53,57,42,0,73,78,7,38
Three Floyds Brewing Co. & Brewpub Barrel Aged Behemoth,Barrel Aged Behemoth,Three Floyds Brewing Co. & Brewpub,Barleywine - American,American barleywine aged in Woodford Reserve bourbon barrels.,12.5,375.0,46.875,36.984375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,58,38,86,36,0,61,42,35,92
Three Floyds Brewing Co. & Brewpub Behemoth Blonde Barleywine,Behemoth,Three Floyds Brewing Co. & Brewpub,Barleywine - American,"A huge, sweet barleywine with complex caramel malt notes, balanced by generous hopping and a high alcohol content. This fruity and malty beer is best enjoyed while keeping warm in the brutal winter months.80 IBU2005 Bottle release - Pink Wax 2007 Bottle release - Yellow Wax, hands not skull on flat finish label (Brewed in Nov 06) 2008 Bottle release - Purple Wax 2009 Bottle release - Blue Wax2010 Bottle release - Green Wax2011 Bottle release - White Wax2011 Bottle release - Yellow Wax, glossy label, skull on label (Ohio only)2012 Bottle release - Red Wax2013 Bottle release - Orange Wax2014 Bottle release - Blue Wax2015 Bottle release - Purple Wax2016 Bottle release - Black Metallic Wax2017 Bottle release - Silver Wax",10.5,375.0,39.375,31.066875000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,71,90,125,72,0,101,105,24,105
Three Floyds Brewing Co. & Brewpub Black Sun Stout,Black Sun Stout,Three Floyds Brewing Co. & Brewpub,Stout - Irish Dry,"6.5% ABV, 50 IBUs - Black Sun has a nose of coffee, roasted malts and piney hops. This medium bodied stout has a broad depth of maltiness and a clean dry finish. December release.",6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,27,93,97,65,24,0,31,88,7,113
Three Floyds Brewing Co. & Brewpub Blackheart,Blackheart,Three Floyds Brewing Co. & Brewpub,IPA - English,"A throwback historical ale brewed when English IPA's were hopped up to last the long voyage from England to Colonial troops in India, using English malts, English hops, English yeast and aged slightly on toasted oak for a 19th century taste.78 IBU",8.5,375.0,31.875,25.149375000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,50,80,42,58,1,57,119,15,77
Three Floyds Brewing Co. & Brewpub Calumet Queen,Calumet Queen,Three Floyds Brewing Co. & Brewpub,Kölsch,"A crisp and refreshing lighter summer offering, this Kolsch-style beer is golden in color, light-bodied and a perfect remedy for hot weather.20 IBU",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,34,40,34,29,35,3,36,64,6,61
Three Floyds Brewing Co. & Brewpub Dark Lord Imperial Stout,Dark Lord Imperial Stout,Three Floyds Brewing Co. & Brewpub,Stout - Russian Imperial,"A demonic Russian-Style Imperial Stout brewed with coffee, Mexican vanilla, and Indian sugar, this beer defies description. Available one day a year, in April at the brewery: Dark Lord Day.Vintage guide:Red wax = 2004Orange wax = 2005Gold wax = 2006Silver wax = 2007Black wax = 2008White wax = 2009Green wax = 2010 - 15% ABVYellow wax = 2011 - 15% ABVRed wax = 2012 - 15% ABVOrange wax = 2013 - New Label 15% ABVBlue wax = 2014 - 15% ABVMaroon wax = 2015 15% ABVBlack with glitter flecks wax = 2016Green with silver glitter = 2017 - New LabelSilver wax = 2018Magenta with glitter = 2019",15.0,375.0,56.25,44.38125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,85,48,102,16,0,26,5,27,110
Three Floyds Brewing Co. & Brewpub Deesko,Deesko!,Three Floyds Brewing Co. & Brewpub,Sour - Berliner Weisse,"A Munster-style Berliner Weiss. Tart, refreshing, and perfect for summer.",6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,38,29,11,49,180,9,103,15,7,49
Three Floyds Brewing Co. & Brewpub Dreadnaught IPA,Dreadnaught IPA,Three Floyds Brewing Co. & Brewpub,IPA - Imperial,"An Imperial India Pale Ale with an intense citrus hop aroma, a huge malt body and a crisp finish.100 IBU",9.5,375.0,35.625,28.108125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,40,45,51,62,2,93,59,0,46
Three Floyds Brewing Co. & Brewpub Drunk Monk Hefeweizen,Drunk Monk Hefeweizen,Three Floyds Brewing Co. & Brewpub,Wheat Beer - Hefeweizen,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,50,12,51,35,0,90,21,52,59
Three Floyds Brewing Co. & Brewpub Evil Power,Evil Power,Three Floyds Brewing Co. & Brewpub,Pilsner - Imperial,"A fortified European-style Pilsner lagered to perfection, brewed with Heavy Metal Warriors Lair of The Minotaur, in commemoration of their fourth full length release “Evil Power"".56 IBU",7.2,375.0,27.0,21.303,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,37,50,62,38,44,0,44,100,9,82
Three Floyds Brewing Co. & Brewpub Gorch Fock,Gorch Fock,Three Floyds Brewing Co. & Brewpub,Lager - Helles,"A light golden colored Franconian style Helles Lager. With a slightly sweet malt body, a noble hop profile and a crisp finish this beer is as traditional as we’ll ever get.",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,28,41,43,51,27,2,26,63,9,79
Three Floyds Brewing Co. & Brewpub Gumballhead,Gumballhead,Three Floyds Brewing Co. & Brewpub,Wheat Beer - American Pale,"An American wheat beer with a refreshing, crisp citrus finish. This delicious session beer is brewed with boatloads of Amarillo hops.35 IBU",5.6,375.0,21.0,16.569,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,29,41,26,44,0,54,58,8,57
Three Floyds Brewing Co. & Brewpub Ham On Rye,Hank On Rye,Three Floyds Brewing Co. & Brewpub,Smoked Beer,"This beer, created in honor of Henry Chinaski, was a collaboration between Three Floyds and Jonathan Cutler of Piece Brewery. Its delicate, spicy, smoked character is derived from a portion of smoked and rye malts. Formerly known as Ham On Rye.",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,48,29,52,13,6,13,35,125,103
Three Floyds Brewing Co. & Brewpub Jinx Proof,Jinx Proof,Three Floyds Brewing Co. & Brewpub,Lager - European / Dortmunder Export,"This refreshing continental-style pils has a light body combined with a pronounced noble hop aroma and a crisp dry finish. This is the perfect beer for easy, flavorful drinking. Brewed in collaboration with our friends at Jinx Proof tattoo in Washington, D.C.35 IBU",5.1,375.0,19.124999999999996,15.089624999999998,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,46,41,57,21,16,7,16,90,9,72
Three Floyds Brewing Co. & Brewpub Lord Admiral Nelson,Lord Rear Admiral,Three Floyds Brewing Co. & Brewpub,Bitter - English Extra Special / Strong Bitter (ESB),"Three Floyds version of an ESB, this deep amber ale has a complex malt sweetness and pronounced apricot hoppiness. Named after Admiral Lord Horatio Nelson.55 IBU",6.4,375.0,24.0,18.936,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,57,77,118,63,1,105,110,11,117
Three Floyds Brewing Co. & Brewpub Moloko,Moloko,Three Floyds Brewing Co. & Brewpub,Stout - Sweet / Milk,"8.0% ABV, 30 IBUs - This Milk Stout is brewed with a portion of golden naked oats and lactose milk sugar to give it a rounded and full-bodied mouth feel. With a deep roasted and slightly sweet maltiness. August release.",8.0,375.0,30.0,23.67,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,124,66,90,20,0,14,38,13,117
Three Floyds Brewing Co. & Brewpub Munsterfest,Munsterfest,Three Floyds Brewing Co. & Brewpub,Lager - Märzen / Oktoberfest,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,46,35,47,15,2,26,50,11,95
Three Floyds Brewing Co. & Brewpub Oak Aged Dark Lord Imperial Stout,BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Three Floyds Brewing Co. & Brewpub,Stout - Russian Imperial,"Dark Lord aged in bourbon barrels for one year. Recently has used a blend of barrels from Heaven Hill, but has also been Woodford Reserve and others in the pastFormerly known as Oak Aged Dark Lord.",15.0,375.0,56.25,44.38125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,2,66,15,78,8,0,15,2,12,85
Three Floyds Brewing Co. & Brewpub Pride & Joy Mild Ale,Pride & Joy Mild Ale,Three Floyds Brewing Co. & Brewpub,Pale Ale - American,"A smooth, medium-bodied session beer with bright citrus hop aroma and finish. Our interpretation of an American Mild Ale.42 IBU",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,27,56,49,36,2,35,87,4,58
Three Floyds Brewing Co. & Brewpub Rabbid Rabbit,Rabbid Rabbit,Three Floyds Brewing Co. & Brewpub,Farmhouse Ale - Saison,"7.4% ABV, 25 IBUs - This Franco-Belgian style Farmhouse Ale has an effervescent body and a light straw color. Rabbid Rabbit, with it’s light malt body, augmented by spices, is a complex and frothy beverage with a deceptively high alcohol content. March release.",7.4,375.0,27.75,21.894750000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,64,27,66,79,6,92,68,71,64
Three Floyds Brewing Co. & Brewpub Region Riot,Region Riot,Three Floyds Brewing Co. & Brewpub,Lager - Malt Liquor,"This delightful malt liquor was brewed to celebrate the equally delightful ""Region"" that we brew in. Brewed with a portion of Indiana corn, this is what a malt liquor should be.10 IBU",7.1,375.0,26.625,21.007125000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,28,20,55,11,1,13,28,1,73
Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale,Robert The Bruce,Three Floyds Brewing Co. & Brewpub,Scottish Ale,A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-like notes.24 IBU,6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,58,31,86,8,0,18,28,14,135
Three Floyds Brewing Co. & Brewpub SoBro,SoBro,Three Floyds Brewing Co. & Brewpub,Sour - Flanders Oud Bruin,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,12,4,8,25,0,15,3,2,5
Three Floyds Brewing Co. & Brewpub Topless Wytch,Topless Wytch,Three Floyds Brewing Co. & Brewpub,Porter - Baltic,"This strong, Baltic-style Porter has a rich, velvety mouthfeel with notes of bakers chocolate and molasses.",9.0,375.0,33.75,26.62875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,4,92,59,60,9,0,17,31,9,114
Three Floyds Brewing Co. & Brewpub Zombie Dust,Zombie Dust,Three Floyds Brewing Co. & Brewpub,Pale Ale - American,"This intensely hopped and gushing undead Pale Ale will be one’s only respite after the zombie apocalypse. Created with our marvelous friends in the comic industry.60 IBUFormerly known as Cenotaph: A medium bodied single hop beer showcasing Citra hops from the Yakima Valley, USA.",6.2,375.0,23.25,18.344250000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,33,47,79,48,72,4,92,115,8,64
Throwback Brewery Throwback Campfire Smoked Porter,Campfire Smoked Porter,Throwback Brewery,Porter - Smoked,"Campfire is a full-bodied, robust smoked porter. We put a lot of love into this beer – hand-smoking the malt on local applewood, giving this beer a very appealing and balanced smoky flavor & aroma. The result? Jet-black roasty toasty goodness.Since we took care to craft this beer with just the right balance of smokiness, you can pair Campfire with a wide variety of foods – especially barbecue! Or, for dessert, you might want to simulate a beautiful night outdoors by pairing Campfire with S’mores!48 IBU",6.4,375.0,24.0,18.936,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,90,62,49,7,1,2,28,110,106
Throwback Brewery Throwback Spicy Bohemian,Spicy Bohemian,Throwback Brewery,Chile Beer,"We took our pilsener and “dry-hopped” it with roasted jalapenos. The result is a well-balanced beer with a very intoxicating peppery-type aroma, great jalapeno flavor, and just a bit of lingering heat.40 IBU",4.8,375.0,18.0,14.202,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,10,7,6,3,1,0,6,52,17
Thunderhead Brewing Company Cornstalker Dark Wheat,Cornstalker Dark Wheat,Thunderhead Brewing Company,Wheat Beer - American Dark,"A fantastic Dark Wheat. Clean, roasty, round, and surprisingly dry. Incredibly drinkable.",5.2,375.0,19.5,15.3855,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,60,32,33,6,0,8,7,7,118
Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei Thurn Und Taxis Roggen,Thurn Und Taxis Roggen,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,Rye Beer - Roggenbier,,5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,27,47,15,41,28,2,32,16,40,86
Tighthead Brewing Company Scarlet Fire,Scarlet Fire,Tighthead Brewing Company,Red Ale - Irish,"Scarlet Fire is an Irish/American style Red Ale. The name is a reference to the playful, improvisational transitions between Grateful Dead songs Scarlet Begonias and Fire on the Mountain. Great balance of malt sweetness from caramel malt and subtle toasty notes from roasted barley. Brewed withj American Ale yeast, and East Kent Golding hops, it pays tribute to it's heritage as an Irish Red Ale.2018 GABF Gold Medal Winner30.2 IBU",5.6,375.0,21.0,16.569,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,17,24,27,2,0,3,35,5,70
Titanic Brewery Titanic Stout,Titanic Stout,Titanic Brewery,Stout - English,,4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,92,64,46,19,0,17,40,9,86
"Titletown Brewing Company Johnny ""Blood"" McNally Red Ale",Johnny Blood Red,Titletown Brewing Company,Red Ale - Irish,,6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,34,49,62,25,1,24,79,7,123
To Øl Black Ball Porter,Black Ball Porter,To Øl,Porter - Imperial,"Ingredients: Water, malt (pilsner, smoked, chocolate, cara munich and brown), roasted barley, rolled oats, brown sugar, hops and yeast.",8.0,375.0,30.0,23.67,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,115,108,79,13,0,13,58,29,141
Tommyknocker Brewery Alpine Glacier Lager,Alpine Glacier Lager,Tommyknocker Brewery,Lager - American,,4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,30,31,50,39,35,0,33,79,5,52
Tommyknocker Brewery Butthead Doppelbock,Butthead Doppelbock,Tommyknocker Brewery,Bock - Doppelbock,,8.2,375.0,30.749999999999996,24.26175,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,69,26,115,51,2,52,30,5,119
Tommyknocker Brewery Chili Lager,Green Chile Lager,Tommyknocker Brewery,Chile Beer,A blend of hot and mild Anaheim chiles infused in a refreshing light lager. A pleasant spicy bite makes for a delicious palette pleaser.,5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,27,19,7,1,6,3,31,118,38
Tommyknocker Brewery Hop Strike Black IPA,Hop Strike Black IPA,Tommyknocker Brewery,IPA - Black / Cascadian Dark Ale,Hop Strike is a dry hopped black rye IPA. The beer is characterized by an intermingling of spicy citrus hops and chocolate malt. Substantial 78 IBUs are balanced by roasted rye resulting in a nice depth of malt character and deep color.,6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,22,75,101,44,19,1,23,115,18,126
Tommyknocker Brewery Imperial Nut Brown Ale,Imperial Nut Brown Ale,Tommyknocker Brewery,Brown Ale - American,"Commemorating the 10th anniversary of Tommyknocker Brewery, this special brew is meticulously crafted with pure maple syrup, the highest quality chocolate and crystal malts and is accented with the finest blend of European and American hops. Imperial Nut Brown Ale, at 9.8% alcohol by volume, is a bigger, bolder version of their Maple Nut Brown.",9.0,375.0,33.75,26.62875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,60,60,131,16,0,25,44,4,167
Tommyknocker Brewery Jack Whacker Wheat Ale,Jack Whacker Wheat Ale,Tommyknocker Brewery,Wheat Beer - American Pale,"An American-style wheat ale brewed with malted. Low hopping rates allow the refreshing aroma and citrus flavor of a late addition of lemon grass to dominate. This unfiltered beer retains all of its protein, flavor, and some of its yeast, resulting in a traditionally cloudy appearance.",4.7,375.0,17.625,13.906125000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,32,13,30,91,0,88,25,7,64
Tommyknocker Brewery Maple Nut Brown Ale,Maple Nut Brown Ale,Tommyknocker Brewery,Brown Ale - American,"A touch of Maple Syrup is added to each barrel of our award winning Maple Nut Brown Ale to impart a roasted sweetness. This addition balances the nut flavor produced by Munich, caramel and chocolate malts used in the brewhouse, producing a drinkable brown ale.",4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,53,12,99,1,0,1,11,3,130
Tommyknocker Brewery Ornery Amber,Ornery Amber,Tommyknocker Brewery,Lager - American Amber / Red,,5.4,375.0,20.250000000000004,15.977250000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,35,40,82,42,0,45,45,5,99
